#                                                                                                    
#     connection.super.sk-5.dat                                                                      
#                                                                                                    
#     connection table for Super-Kamiokande w/ new electronics                                       
#                                                                                                    
#    1  serial cable number (1-21885)                                                                
#    2  PMT super module address                                                                     
#    3  PMT super module sub-address   (for OD, T=top, B=bottom, W=wall)                             
#    4  PMT super module serial number (for OD, A=0, B=1, C=2)                                       
#    5  PMT module serial number                                                                     
#    6  hut number (0 for central hut, 1-4 for quadrant huts)                                        
#    7  TKO BOX number (1-12 for ID, 13-14 for OD)                                                   
#    8  TKO Module Address (0-24)                                                                    
#    9  QB channel (0-23)                                                                            
#   10  HV crate (1-48)  for ID, (1-4)for OD (hut number)                                            
#   11  HV Module Address (0-9), (0-3) for OD                                                        
#   12  HV channel (0-23), (0-11) for OD                                                             
#   13  applied HV value                                                                             
#   14  PMT serial number                                                                            
#   15  PMT flag                                                                                     
#         ID: (-1=N/A 0=No PMT or VETO PMT, 3=SK-2 PMT, 4=SK-3 PMT,                                  
#               5=No PMT(3BM8M3C-W),  6=HK PMT)                                                                 
#         OD: (11=rec02_pmt, 12=rec02_pmt_short, 13=IMB_pmt, 14=upgrade_pmt,                         
#              15=rec06_pmt, 16=rec06_pmt_short, 17=trg_chan,
#              18=ipmu18, 19=uci18, 20=kek18,
#              99=no_pmt)
#   16  QB's IP address (192.168.XX.XX)                                                              
#   17  pmt position : x                                                                             
#   18  pmt position : y                                                                             
#   19  pmt position : z                                                                             
#   20  OD HV paddle card number : hut (1-4)                                                         
#   21  OD HV paddle card number : crate (1-2)                                                       
#   22  OD HV paddle card number : module (1-20)                                                     
#   23  OD HV paddle card number : channel (1-12)                                                    
#                                                                                                    
#   reviced on 7-DEC-1995                                                                            
#   anti-cable are included Jan.-23-1996                                                             
#   changed for new electronics May-28-2007 (M.Shiozawa)                                             
#   updated OD June-17-2008 (N. Tanimoto)                                                            
#   added PMT position info. for ID PMTs Aug-26-2008 (M.Shiozawa)                                    
#   updated OD parts with "not used" PMTs and updated "lowered" PMT HV Sep-9-2008 (N. Tanimoto)
#   updated ID parts according to replacement with HK-PMT during TankOpen2018 Oct-11-2018 (K. Okumura)
#                                                                                                    
# -- for inner-PMTs (1-11146)                                                                        
# -- for muon VETO(11151,11152,11153,11154)                                                          
# -- for calibration ID (11155-?, see skveto.h for details)                                          
# -- for muon chamber(only hut3 and hut4)                                                            
# -- for trigger ID QB (15001-15240, see skhead.h for details)                                       
# -- for anti-PMT(20001-21885)                                                                       
#                                                                                                    
#                                                                                                    
   11183 XXXXXXX   X       0       0   3  12  17  20  -1  -1  -1     -1.00 XXXXXX  -1   192.168.7.145  9999  9999  9999 0 0  0  0
   11184 XXXXXXX   X       0       0   3  12  17  21  -1  -1  -1     -1.00 XXXXXX  -1   192.168.7.145  9999  9999  9999 0 0  0  0
   11185 XXXXXXX   X       0       0   3  12  17  22  -1  -1  -1     -1.00 XXXXXX  -1   192.168.7.145  9999  9999  9999 0 0  0  0
   11186 XXXXXXX   X       0       0   3  12  17  23  -1  -1  -1     -1.00 XXXXXX  -1   192.168.7.145  9999  9999  9999 0 0  0  0
   11187 XXXXXXX   X       0       0   4   2  17  12  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.81   9999  9999  9999 0 0  0  0
   11188 XXXXXXX   X       0       0   4   2  17  13  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.81   9999  9999  9999 0 0  0  0
   11189 XXXXXXX   X       0       0   4   2  17  14  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.81   9999  9999  9999 0 0  0  0
   11190 XXXXXXX   X       0       0   4   2  17  15  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.81   9999  9999  9999 0 0  0  0
   11191 XXXXXXX   X       0       0   4   2  17  16  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.81   9999  9999  9999 0 0  0  0
   11192 XXXXXXX   X       0       0   4   2  17  17  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.81   9999  9999  9999 0 0  0  0
   11193 XXXXXXX   X       0       0   4   2  17  18  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.81   9999  9999  9999 0 0  0  0
   11194 XXXXXXX   X       0       0   4   2  17  19  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.81   9999  9999  9999 0 0  0  0
   11195 XXXXXXX   X       0       0   4   2  17  20  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.81   9999  9999  9999 0 0  0  0
   11196 XXXXXXX   X       0       0   4   2  17  21  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.81   9999  9999  9999 0 0  0  0
   11197 XXXXXXX   X       0       0   4   2  17  22  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.81   9999  9999  9999 0 0  0  0
   11198 XXXXXXX   X       0       0   4   2  17  23  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.81   9999  9999  9999 0 0  0  0
   11199 XXXXXXX   X       0       0   1   2  17  12  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.81   9999  9999  9999 0 0  0  0
   11200 XXXXXXX   X       0       0   1   2  17  13  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.81   9999  9999  9999 0 0  0  0
   11201 XXXXXXX   X       0       0   1   2  17  14  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.81   9999  9999  9999 0 0  0  0
   11202 XXXXXXX   X       0       0   1   2  17  15  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.81   9999  9999  9999 0 0  0  0
   11203 XXXXXXX   X       0       0   1   2  17  16  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.81   9999  9999  9999 0 0  0  0
   11204 XXXXXXX   X       0       0   1   2  17  17  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.81   9999  9999  9999 0 0  0  0
   11205 XXXXXXX   X       0       0   1   2  17  18  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.81   9999  9999  9999 0 0  0  0
   11206 XXXXXXX   X       0       0   1   2  17  19  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.81   9999  9999  9999 0 0  0  0
   11207 XXXXXXX   X       0       0   1   2  17  20  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.81   9999  9999  9999 0 0  0  0
   11208 XXXXXXX   X       0       0   1   2  17  21  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.81   9999  9999  9999 0 0  0  0
   11209 XXXXXXX   X       0       0   1   2  17  22  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.81   9999  9999  9999 0 0  0  0
   11210 XXXXXXX   X       0       0   1   2  17  23  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.81   9999  9999  9999 0 0  0  0
   11211 XXXXXXX   X       0       0   2  12  17  12  -1  -1  -1     -1.00 XXXXXX  -1   192.168.5.145  9999  9999  9999 0 0  0  0
   11212 XXXXXXX   X       0       0   2  12  17  13  -1  -1  -1     -1.00 XXXXXX  -1   192.168.5.145  9999  9999  9999 0 0  0  0
   11213 XXXXXXX   X       0       0   2  12  17  14  -1  -1  -1     -1.00 XXXXXX  -1   192.168.5.145  9999  9999  9999 0 0  0  0
   11214 XXXXXXX   X       0       0   2  12  17  15  -1  -1  -1     -1.00 XXXXXX  -1   192.168.5.145  9999  9999  9999 0 0  0  0
   11215 XXXXXXX   X       0       0   2  12  17  16  -1  -1  -1     -1.00 XXXXXX  -1   192.168.5.145  9999  9999  9999 0 0  0  0
   11216 XXXXXXX   X       0       0   2  12  17  17  -1  -1  -1     -1.00 XXXXXX  -1   192.168.5.145  9999  9999  9999 0 0  0  0
   11217 XXXXXXX   X       0       0   2  12  17  18  -1  -1  -1     -1.00 XXXXXX  -1   192.168.5.145  9999  9999  9999 0 0  0  0
   11218 XXXXXXX   X       0       0   2  12  17  19  -1  -1  -1     -1.00 XXXXXX  -1   192.168.5.145  9999  9999  9999 0 0  0  0
   11219 XXXXXXX   X       0       0   2  12  17  20  -1  -1  -1     -1.00 XXXXXX  -1   192.168.5.145  9999  9999  9999 0 0  0  0
   11220 XXXXXXX   X       0       0   2  12  17  21  -1  -1  -1     -1.00 XXXXXX  -1   192.168.5.145  9999  9999  9999 0 0  0  0
   11221 XXXXXXX   X       0       0   2  12  17  22  -1  -1  -1     -1.00 XXXXXX  -1   192.168.5.145  9999  9999  9999 0 0  0  0
   11222 XXXXXXX   X       0       0   2  12  17  23  -1  -1  -1     -1.00 XXXXXX  -1   192.168.5.145  9999  9999  9999 0 0  0  0
   11223 XXXXXXX   X       0       0   3   2  17  12  -1  -1  -1     -1.00 XXXXXX  -1   192.168.6.81   9999  9999  9999 0 0  0  0
   11224 XXXXXXX   X       0       0   3   2  17  13  -1  -1  -1     -1.00 XXXXXX  -1   192.168.6.81   9999  9999  9999 0 0  0  0
   11225 XXXXXXX   X       0       0   3   2  17  14  -1  -1  -1     -1.00 XXXXXX  -1   192.168.6.81   9999  9999  9999 0 0  0  0
   11226 XXXXXXX   X       0       0   3   2  17  15  -1  -1  -1     -1.00 XXXXXX  -1   192.168.6.81   9999  9999  9999 0 0  0  0
   11227 XXXXXXX   X       0       0   3   2  17  16  -1  -1  -1     -1.00 XXXXXX  -1   192.168.6.81   9999  9999  9999 0 0  0  0
   11228 XXXXXXX   X       0       0   3   2  17  17  -1  -1  -1     -1.00 XXXXXX  -1   192.168.6.81   9999  9999  9999 0 0  0  0
   11229 XXXXXXX   X       0       0   3   2  17  18  -1  -1  -1     -1.00 XXXXXX  -1   192.168.6.81   9999  9999  9999 0 0  0  0
   11230 XXXXXXX   X       0       0   3   2  17  19  -1  -1  -1     -1.00 XXXXXX  -1   192.168.6.81   9999  9999  9999 0 0  0  0
   11231 XXXXXXX   X       0       0   3   2  17  20  -1  -1  -1     -1.00 XXXXXX  -1   192.168.6.81   9999  9999  9999 0 0  0  0
   11232 XXXXXXX   X       0       0   3   2  17  21  -1  -1  -1     -1.00 XXXXXX  -1   192.168.6.81   9999  9999  9999 0 0  0  0
   11233 XXXXXXX   X       0       0   3   2  17  22  -1  -1  -1     -1.00 XXXXXX  -1   192.168.6.81   9999  9999  9999 0 0  0  0
   11234 XXXXXXX   X       0       0   3   2  17  23  -1  -1  -1     -1.00 XXXXXX  -1   192.168.6.81   9999  9999  9999 0 0  0  0
   11235 XXXXXXX   X       0       0   4  12  17  12  -1  -1  -1     -1.00 XXXXXX  -1   192.168.9.145  9999  9999  9999 0 0  0  0
   11236 XXXXXXX   X       0       0   4  12  17  13  -1  -1  -1     -1.00 XXXXXX  -1   192.168.9.145  9999  9999  9999 0 0  0  0
   11237 XXXXXXX   X       0       0   4  12  17  14  -1  -1  -1     -1.00 XXXXXX  -1   192.168.9.145  9999  9999  9999 0 0  0  0
   11238 XXXXXXX   X       0       0   4  12  17  15  -1  -1  -1     -1.00 XXXXXX  -1   192.168.9.145  9999  9999  9999 0 0  0  0
   11239 XXXXXXX   X       0       0   4  12  17  16  -1  -1  -1     -1.00 XXXXXX  -1   192.168.9.145  9999  9999  9999 0 0  0  0
   11240 XXXXXXX   X       0       0   4  12  17  17  -1  -1  -1     -1.00 XXXXXX  -1   192.168.9.145  9999  9999  9999 0 0  0  0
   11241 XXXXXXX   X       0       0   4  12  17  18  -1  -1  -1     -1.00 XXXXXX  -1   192.168.9.145  9999  9999  9999 0 0  0  0
   11242 XXXXXXX   X       0       0   4  12  17  19  -1  -1  -1     -1.00 XXXXXX  -1   192.168.9.145  9999  9999  9999 0 0  0  0
   11243 XXXXXXX   X       0       0   4  12  17  20  -1  -1  -1     -1.00 XXXXXX  -1   192.168.9.145  9999  9999  9999 0 0  0  0
   11244 XXXXXXX   X       0       0   4  12  17  21  -1  -1  -1     -1.00 XXXXXX  -1   192.168.9.145  9999  9999  9999 0 0  0  0
   11245 XXXXXXX   X       0       0   4  12  17  22  -1  -1  -1     -1.00 XXXXXX  -1   192.168.9.145  9999  9999  9999 0 0  0  0
   11246 XXXXXXX   X       0       0   4  12  17  23  -1  -1  -1     -1.00 XXXXXX  -1   192.168.9.145  9999  9999  9999 0 0  0  0
   11247 XXXXXXX   X       0       0   1  12  19   0  -1  -1  -1     -1.00 XXXXXX  -1   192.168.3.147  9999  9999  9999 0 0  0  0
   11248 XXXXXXX   X       0       0   1  12  19   1  -1  -1  -1     -1.00 XXXXXX  -1   192.168.3.147  9999  9999  9999 0 0  0  0
   11249 XXXXXXX   X       0       0   1  12  19   2  -1  -1  -1     -1.00 XXXXXX  -1   192.168.3.147  9999  9999  9999 0 0  0  0
   11250 XXXXXXX   X       0       0   1  12  19   3  -1  -1  -1     -1.00 XXXXXX  -1   192.168.3.147  9999  9999  9999 0 0  0  0
   11251 XXXXXXX   X       0       0   1  12  19   4  -1  -1  -1     -1.00 XXXXXX  -1   192.168.3.147  9999  9999  9999 0 0  0  0
   11252 XXXXXXX   X       0       0   1  12  19   5  -1  -1  -1     -1.00 XXXXXX  -1   192.168.3.147  9999  9999  9999 0 0  0  0
   11253 XXXXXXX   X       0       0   1  12  19   6  -1  -1  -1     -1.00 XXXXXX  -1   192.168.3.147  9999  9999  9999 0 0  0  0
   11254 XXXXXXX   X       0       0   1  12  19   7  -1  -1  -1     -1.00 XXXXXX  -1   192.168.3.147  9999  9999  9999 0 0  0  0
   11255 XXXXXXX   X       0       0   1  12  19   8  -1  -1  -1     -1.00 XXXXXX  -1   192.168.3.147  9999  9999  9999 0 0  0  0
   11256 XXXXXXX   X       0       0   1  12  19   9  -1  -1  -1     -1.00 XXXXXX  -1   192.168.3.147  9999  9999  9999 0 0  0  0
   11257 XXXXXXX   X       0       0   1  12  19  10  -1  -1  -1     -1.00 XXXXXX  -1   192.168.3.147  9999  9999  9999 0 0  0  0
   11258 XXXXXXX   X       0       0   1  12  19  11  -1  -1  -1     -1.00 XXXXXX  -1   192.168.3.147  9999  9999  9999 0 0  0  0
   11259 XXXXXXX   X       0       0   2   2  19   0  -1  -1  -1     -1.00 XXXXXX  -1   192.168.4.83   9999  9999  9999 0 0  0  0
   11260 XXXXXXX   X       0       0   2   2  19   1  -1  -1  -1     -1.00 XXXXXX  -1   192.168.4.83   9999  9999  9999 0 0  0  0
   11261 XXXXXXX   X       0       0   2   2  19   2  -1  -1  -1     -1.00 XXXXXX  -1   192.168.4.83   9999  9999  9999 0 0  0  0
   11262 XXXXXXX   X       0       0   2   2  19   3  -1  -1  -1     -1.00 XXXXXX  -1   192.168.4.83   9999  9999  9999 0 0  0  0
   11263 XXXXXXX   X       0       0   2   2  19   4  -1  -1  -1     -1.00 XXXXXX  -1   192.168.4.83   9999  9999  9999 0 0  0  0
   11264 XXXXXXX   X       0       0   2   2  19   5  -1  -1  -1     -1.00 XXXXXX  -1   192.168.4.83   9999  9999  9999 0 0  0  0
   11265 XXXXXXX   X       0       0   2   2  19   6  -1  -1  -1     -1.00 XXXXXX  -1   192.168.4.83   9999  9999  9999 0 0  0  0
   11266 XXXXXXX   X       0       0   2   2  19   7  -1  -1  -1     -1.00 XXXXXX  -1   192.168.4.83   9999  9999  9999 0 0  0  0
   11267 XXXXXXX   X       0       0   2   2  19   8  -1  -1  -1     -1.00 XXXXXX  -1   192.168.4.83   9999  9999  9999 0 0  0  0
   11268 XXXXXXX   X       0       0   2   2  19   9  -1  -1  -1     -1.00 XXXXXX  -1   192.168.4.83   9999  9999  9999 0 0  0  0
   11269 XXXXXXX   X       0       0   2   2  19  10  -1  -1  -1     -1.00 XXXXXX  -1   192.168.4.83   9999  9999  9999 0 0  0  0
   11270 XXXXXXX   X       0       0   2   2  19  11  -1  -1  -1     -1.00 XXXXXX  -1   192.168.4.83   9999  9999  9999 0 0  0  0
   11271 XXXXXXX   X       0       0   3  12  19   0  -1  -1  -1     -1.00 XXXXXX  -1   192.168.7.147  9999  9999  9999 0 0  0  0
   11272 XXXXXXX   X       0       0   3  12  19   1  -1  -1  -1     -1.00 XXXXXX  -1   192.168.7.147  9999  9999  9999 0 0  0  0
   11273 XXXXXXX   X       0       0   3  12  19   2  -1  -1  -1     -1.00 XXXXXX  -1   192.168.7.147  9999  9999  9999 0 0  0  0
   11274 XXXXXXX   X       0       0   3  12  19   3  -1  -1  -1     -1.00 XXXXXX  -1   192.168.7.147  9999  9999  9999 0 0  0  0
   11275 XXXXXXX   X       0       0   3  12  19   4  -1  -1  -1     -1.00 XXXXXX  -1   192.168.7.147  9999  9999  9999 0 0  0  0
   11276 XXXXXXX   X       0       0   3  12  19   5  -1  -1  -1     -1.00 XXXXXX  -1   192.168.7.147  9999  9999  9999 0 0  0  0
   11277 XXXXXXX   X       0       0   3  12  19   6  -1  -1  -1     -1.00 XXXXXX  -1   192.168.7.147  9999  9999  9999 0 0  0  0
   11278 XXXXXXX   X       0       0   3  12  19   7  -1  -1  -1     -1.00 XXXXXX  -1   192.168.7.147  9999  9999  9999 0 0  0  0
   11279 XXXXXXX   X       0       0   3  12  19   8  -1  -1  -1     -1.00 XXXXXX  -1   192.168.7.147  9999  9999  9999 0 0  0  0
   11280 XXXXXXX   X       0       0   3  12  19   9  -1  -1  -1     -1.00 XXXXXX  -1   192.168.7.147  9999  9999  9999 0 0  0  0
   11281 XXXXXXX   X       0       0   3  12  19  10  -1  -1  -1     -1.00 XXXXXX  -1   192.168.7.147  9999  9999  9999 0 0  0  0
   11282 XXXXXXX   X       0       0   3  12  19  11  -1  -1  -1     -1.00 XXXXXX  -1   192.168.7.147  9999  9999  9999 0 0  0  0
   11283 XXXXXXX   X       0       0   4   2  19   0  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.83   9999  9999  9999 0 0  0  0
   11284 XXXXXXX   X       0       0   4   2  19   1  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.83   9999  9999  9999 0 0  0  0
   11285 XXXXXXX   X       0       0   4   2  19   2  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.83   9999  9999  9999 0 0  0  0
   11286 XXXXXXX   X       0       0   4   2  19   3  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.83   9999  9999  9999 0 0  0  0
   11287 XXXXXXX   X       0       0   4   2  19   4  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.83   9999  9999  9999 0 0  0  0
   11288 XXXXXXX   X       0       0   4   2  19   5  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.83   9999  9999  9999 0 0  0  0
   11289 XXXXXXX   X       0       0   4   2  19   6  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.83   9999  9999  9999 0 0  0  0
   11290 XXXXXXX   X       0       0   4   2  19   7  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.83   9999  9999  9999 0 0  0  0
   11291 XXXXXXX   X       0       0   4   2  19   8  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.83   9999  9999  9999 0 0  0  0
   11292 XXXXXXX   X       0       0   4   2  19   9  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.83   9999  9999  9999 0 0  0  0
   11293 XXXXXXX   X       0       0   4   2  19  10  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.83   9999  9999  9999 0 0  0  0
   11294 XXXXXXX   X       0       0   4   2  19  11  -1  -1  -1     -1.00 XXXXXX  -1   192.168.8.83   9999  9999  9999 0 0  0  0
   11295 XXXXXXX   X       0       0   1   2  19   0  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.83   9999  9999  9999 0 0  0  0
   11296 XXXXXXX   X       0       0   1   2  19   1  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.83   9999  9999  9999 0 0  0  0
   11297 XXXXXXX   X       0       0   1   2  19   2  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.83   9999  9999  9999 0 0  0  0
   11298 XXXXXXX   X       0       0   1   2  19   3  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.83   9999  9999  9999 0 0  0  0
   11299 XXXXXXX   X       0       0   1   2  19   4  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.83   9999  9999  9999 0 0  0  0
   11300 XXXXXXX   X       0       0   1   2  19   5  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.83   9999  9999  9999 0 0  0  0
   11301 XXXXXXX   X       0       0   1   2  19   6  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.83   9999  9999  9999 0 0  0  0
   11302 XXXXXXX   X       0       0   1   2  19   7  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.83   9999  9999  9999 0 0  0  0
   11303 XXXXXXX   X       0       0   1   2  19   8  -1  -1  -1     -1.00 XXXXXX  -1   192.168.2.83   9999  9999  9999 0 0  0  0
